,T0-S0,T0-S1,T1-S0,T1-S1,T2-S0,T2-S1,T3-S0,T3-S1,T4-S0,T4-S1,T5-S0,T5-S1,T6-S0,T6-S1,T7-S0,T7-S1,T8-S0,T8-S1,T9-S0,T9-S1,T10-S0,T10-S1,T11-S0,T11-S1,T12-S0,T12-S1,T13-S0,T13-S1,T14-S0,T14-S1,T15-S0,T15-S1,T16-S0,T16-S1,T17-S0,T17-S1,T18-S0,T18-S1,T19-S0,T19-S1,T20-S0,T20-S1,T21-S0,T21-S1,T22-S0,T22-S1,T23-S0,T23-S1,T24-S0,T24-S1,T25-S0,T25-S1,T26-S0,T26-S1,T27-S0,T27-S1,T28-S0,T28-S1,T29-S0,T29-S1
,cruel,andrzej,weird,un,artist,hot,femal,insectil,unforgett,dramat,mighti,compel,definit,person,outstand,nosferatu,impair,showi,straight,flat,grudg,violent,divers,farewel,fragil,watchabl,sound,blurri,mangold,snide,adopt,hack,dumb,anal,civil,nichola,total,particular,blue,eric,kiddi,strang,green,denis,italian,weakest,watchabl,conniv,upper,unusu,disproportion,bobbi,gai,typic,complet,asham,surpris,noel,whimsic,wholesom
,accur,stepsist,tammi,reckless,climact,wonder,open,rich,michael,overal,white,ridicul,dazzl,avail,excess,rourk,grai,tien,predict,tragic,technic,eager,gruesom,merrel,wise,dialog,suspens,downward,duval,plain,cool,biolog,highschool,usual,innoc,complet,naiv,teddi,cline,fernand,keeanu,jip,chill,intris,jacki,haphazard,physic,profession,quick,bitter,deserv,theatric,imagin,random,creativ,celluloid,gritti,complet,sublim,exact
,newest,eulali,scarlet,multi,matur,nativ,ridicul,overweight,respons,addit,date,breathtak,cruel,clear,supris,recogniz,previou,nosferatu,mighti,charli,tough,picken,bret,southeastern,comed,campi,massiv,exil,surpris,blatent,sorri,actual,judi,uh,seriou,david,famou,similiar,patient,aximum,smooth,final,supernatur,intrigu,spectacular,classic,giant,stereotyp,tobi,dull,courag,golden,ultim,uniqu,amus,conceiv,silli,clever,third,creativ
,pleasant,elwood,everydai,underplai,open,skew,mistreat,weak,unlik,anti,red,brit,eleg,eighth,wise,sick,blind,fair,cheap,pink,underr,grim,loonei,toni,predict,dodder,sentiment,b,carol,deaf,philosoph,conserv,goodby,wet,eclect,odd,particular,quot,mediocr,marri,gub,famou,unusu,polyrhythim,effect,georg,inspir,idiot,naval,evil,remark,bright,actual,outstand,reason,untal,vincent,moor,pleas,improvis
,wors,lumin,paramount,d,magic,onlog,touch,bruce,middl,central,lean,short,averag,shortliv,georg,oti,hepburn,dumbest,alfr,certain,brave,stupe,western,vincent,grai,hip,ideal,deriv,fine,simpl,adult,resid,sexi,truncat,rourk,intellig,outer,focuss,vincent,local,jazzi,simpl,afraid,latest,crazi,sympathet,laden,difficult,past,luxuri,tragic,robert,disturb,worthi,corrupt,prolif,unforgett,assist,kb,obscur
,unrequit,present,believ,believ,vichi,hywel,newer,recent,proud,nake,tomboi,offens,polit,imagin,total,difficult,menac,talon,unexpect,tire,high,yellow,michael,handi,unorigin,unsympathet,howard,nativ,mysteri,italian,s,wors,network,major,corrupt,phantom,pleas,due,open,realist,possibl,normal,inner,ultim,freddi,cathol,con,amateurish,aliv,beauti,human,flatter,conflict,unadulter,jeffrei,clear,ambigu,gratuit,comed,charm
,bold,dumb,fast,hardi,human,easi,perfunctori,quick,color,regular,timeless,comed,juliu,seriou,current,subtl,convinc,cheesi,less,unrel,irish,agai,desper,lust,chrissi,kei,cheesi,third,gai,watchabl,grand,mutil,third,wild,italian,imposs,delo,comed,quirki,youtub,gothic,lucki,bloodi,godfrei,impend,local,corni,throgh,herod,moral,infrequ,wraith,smug,younger,minut,rupert,final,popular,brown,comic
,migrant,courtnei,complet,cute,stereo,parfit,person,herebi,rough,golden,altern,newer,evid,confus,red,next,heebi,cual,matur,eeri,brown,funniest,cinemat,famou,talent,laughabl,evil,blue,sybil,sarcast,eccentr,gorei,utter,florid,such,b,rourk,middl,teenag,irrat,watchabl,femal,super,northern,sexi,embryon,kei,afraid,familiar,constitut,sensori,boweri,uncertain,stronger,raw,italian,henri,trant,former,scarri
,uninspir,satur,familiar,horrifi,vampir,explict,rhi,disturb,smart,minor,spontan,pain,priceless,peculiar,catherin,multitudin,edward,earlier,moral,insult,manchu,hot,unfunni,plain,onli,collegi,charl,mysteri,formula,evil,recent,larg,sheer,jimmi,stiff,top,british,weak,lorr,offens,black,smallvil,predict,unaccept,obviou,tortur,extra,underground,bore,nation,particular,distant,rodnei,lucki,nightbre,provok,royal,southern,spooki,lumpi
,late,technolog,moi,grindhous,kelli,gaudi,david,eponym,confus,anachronist,prim,older,wide,white,surpris,such,expressionist,lesi,mid,steadi,julann,moto,bluebeard,brutish,lesser,standard,global,intern,previou,rightou,broadwai,disciplinari,biggest,prime,enough,short,outstand,secret,intellig,vocal,minim,dramat,teen,promis,polit,dillan,hyster,glow,ultim,overwhelm,excit,difficult,necessari,dramat,girli,elit,pregnant,elabor,campi,shamelessli
,teen,light,broadwai,pathet,weak,close,complet,gregori,futur,tough,awsom,confus,overal,easi,pathet,sorri,bore,strong,signific,brutal,faint,afraid,overal,perpetr,impend,creativ,tortur,hot,timeless,wane,dreyfu,fascin,english,ugli,mickei,sharpen,integr,longest,worn,thrive,typic,black,finest,econom,clear,patriot,tough,inebri,super,essenti,incompat,fascin,revolutionari,bottom,frank,polit,blind,worthless,clever,compuls
,current,slow,loud,animorph,anti,tittl,okai,corei,quick,erot,sexist,final,primit,utmost,alright,brigitt,tire,mosquito,kei,fals,islam,fast,third,simul,shock,courtenei,serial,dishi,recent,deriv,suzann,cowork,cheeki,fast,funniest,fluti,bett,bottom,strickli,popular,warm,mesmor,touch,recent,third,communitarian,particular,friendli,jerom,current,origin,overarch,remast,seriou,famou,x,clear,sorri,certain,smart
,exact,eager,luci,social,photograph,dolor,hillbilli,abov,edward,distant,tropic,plastic,primal,famou,abund,ugli,stepson,outstretch,leonard,cute,lead,particular,expens,kei,intellectu,romant,corni,david,dori,unnam,massiv,outspoken,emot,utter,likeabl,aesthet,strong,hidden,patsi,wealthi,imposs,shock,ultim,foul,strang,famou,amateurish,black,sorri,daugther,major,maccaulei,unlik,loud,sorri,dead,appar,daniel,gross,gorgeou
,unusu,phallic,literari,postal,chines,intellig,blond,gari,profound,finest,edward,fruit,wise,charlot,memor,music,sad,sesi,deliber,aliv,succes,middl,femal,cinemat,shallow,appar,red,nude,wholesom,famou,gruesom,manli,david,unthink,melancholi,leo,anim,hale,westsid,stupidest,groov,tasteless,witti,engrain,brad,lame,nuanc,militari,viscer,respons,fant,dancehal,irish,sadist,disnei,intellig,leonard,dare,fascin,critic
,brown,biggest,closer,contemporari,choppi,multisystem,harri,repetit,worthi,awar,lone,accur,creepi,local,klau,scoobi,carol,previou,tire,readi,readi,indecis,untidi,profession,middl,eighti,secret,safe,garland,inadequ,paul,tight,wild,highest,fine,penelop,teen,averag,conveni,lorr,dead,hearwarm,bitter,religi,sick,italian,raini,gross,innoc,addit,intens,opsit,undesir,elit,possibl,abus,blond,scari,steami,jeremi
,innoc,audi,hollywood,rich,teen,tyson,scarc,miss,fortun,dread,matur,jami,red,newer,effect,dead,sick,superestrella,toni,odd,strang,bleu,robert,immacul,guilti,fanci,robust,homestead,alec,disloy,favourit,evolutionari,foreign,junior,pretti,tortur,downei,teenag,gottfri,distress,fern,nake,free,laps,steve,social,afraid,endless,fanci,slower,minion,legal,altern,nonsens,athlet,minor,cynic,sad,accur,acces
,dash,futurist,complic,sebastian,pan,adewal,kungfu,marcia,pure,sheer,ipcress,gallop,inform,tesich,harker,basic,former,sad,fair,tini,west,southern,newer,suprem,repress,strang,rich,surpris,pauli,sharon,overr,gritti,aerob,monke,afraid,quot,woodi,famou,dark,plain,histor,certain,georg,absurd,volatil,poland,black,lloyd,stupid,cinemat,stig,fat,music,depress,unlik,french,flawless,flat,everydai,romant
,music,excentr,popular,dull,ultim,pain,unbeliev,brit,wise,gai,delic,boe,afraid,delight,realist,desillus,fast,distinci,authent,grown,such,joad,kong,offbeat,secret,male,intens,mere,intens,girli,comic,bare,charismat,such,portugues,panoram,west,harri,unabl,mystic,howard,newer,wooden,pain,junior,avail,elvi,older,actual,honest,mcclure,enjoy,limit,histor,shaki,particular,smooth,tougher,complex,firefli
,neel,abl,gener,jame,pleasant,lewi,slower,urban,averag,plain,frank,pure,earlier,mari,don,smaller,particular,abl,correct,greatest,pure,jesu,juli,plotless,teenag,inform,rachel,phenomen,male,jewish,loos,shy,semin,dirti,thsi,fat,blue,jealou,anxiou,rich,wors,finest,broken,mental,ador,neverend,lead,ennunci,sexi,unprofession,pleasant,particular,histor,broad,jame,memor,red,horrif,deep,complex
,solid,larg,innoc,disturb,hostel,tenniel,wild,hispan,poetic,unusu,moonlight,true,elvi,similar,live,deep,controversi,charli,numer,exact,weak,visto,support,sad,cool,teenag,marvel,unexplod,mid,bodic,alright,liabl,greatest,top,juvenil,italian,tradit,patient,whimsic,stargat,offici,brown,pain,dumb,surpris,elijah,gorei,unorigin,lead,distant,infam,interestingli,laughton,okai,tire,rich,appeal,deneuv,ash,modal
,beau,ell,clearer,nicol,import,intrigu,wide,pain,comic,wise,dumb,potray,ballet,actual,quot,faint,timei,debe,clean,erot,enjoy,pathet,skeptic,assist,mcvai,middl,surpris,valle,older,brilliant,tini,danger,grate,erad,sear,compel,scifi,maganfict,obstin,everydai,constant,singl,magnific,darker,dudlei,close,preposter,appal,younger,marci,dark,stupid,forgiv,rotten,keannu,tire,ador,twist,bottom,courtenei
,tess,huge,averag,philosoph,mellow,fifiteen,choppi,mad,gorgeou,grai,scifi,marquett,import,milo,full,okai,irasc,eraserhead,proper,messi,cari,hopkin,minor,recogniz,naiv,present,sutherland,prime,chase,astound,sound,wise,shortest,english,charlott,s,itchi,creativ,trist,viscer,teenag,white,believ,bigger,deadli,valid,underground,honest,intric,older,touch,ugli,pure,regular,catchi,next,wise,mass,obsess,gross
,ridiucl,charli,ford,cultur,creepi,unslash,fourti,current,convinc,bizarr,brigitt,texa,delici,dark,delight,multipl,creativ,bratti,distinct,honest,sensation,close,handi,surpris,moral,straight,latest,subsequ,inspir,male,light,chines,endear,surpris,eleg,etern,green,manli,unusu,gore,elvi,rental,gentl,lead,inner,sho,fals,watchabl,critic,critic,johnni,cann,phenomen,music,hyster,avail,shock,billi,aussi,outright
,robert,randi,hot,uncut,henri,woozi,russel,surreal,intim,heavi,enjoyanbl,lou,katharin,sissi,finest,immens,stun,fifth,directori,ultra,longer,lesi,ford,errol,flat,sexi,superfici,obviou,expens,red,cute,fatal,b,moron,bore,sever,healthi,ridicul,mid,dysfunct,major,delet,genuin,friendli,pretenti,earli,friendli,open,gari,mostur,earl,sideni,nifti,decent,ok,rental,flat,chilli,quick,tawdri
,jealou,meaning,gorei,short,blond,exec,pleas,fake,theatric,tire,sarah,stanford,possibl,starter,captiv,busi,rich,brute,glad,confus,recommen,older,john,record,unconvinc,reminisc,singl,decent,weird,zani,ridicul,surpris,western,open,british,befriend,penelop,futurist,final,obscur,realist,oran,ex,compel,shanghai,gener,undercov,mike,devot,nineti,difficult,human,sick,staid,lower,lindsai,unusu,horribl,visual,respons
,ill,dougla,less,uneasi,common,sarcast,hispan,bloodi,solitari,popular,integr,deaf,decent,nuclear,modern,definit,unlik,karl,earlier,senior,miguel,georg,mad,budet,indi,respons,raoul,difficult,cheesebal,previou,marvel,frank,formal,dostoevski,claud,hitleri,secret,meadevilworld,histor,harold,lillard,fiftysometh,tall,schizophren,scari,breakwai,compel,gritti,militari,churchil,mini,imposs,virgin,cultur,extrem,redeem,decent,sick,memor,hotter
,sexual,shock,oaki,pharmacolog,whole,fat,routin,phil,numer,unbear,adult,fast,supernatur,nude,shock,antiacadem,invis,readi,constant,sidnei,devon,cano,disturb,video,nativ,flaki,bright,explos,person,thrill,inher,high,carnagi,simpl,overzeal,aliv,spainsh,younger,taut,laserdisc,import,kinda,eldest,top,predict,pregnant,timeless,normal,larg,bottom,entic,disproportion,believ,wild,joy,moral,contemporari,privat,martial,rascal
,preciou,current,laughabl,commerci,british,robert,free,trashi,sharp,bibl,clumsi,bend,jose,outstand,act,looser,timeless,bremen,wide,male,obviou,disinterest,woodi,uninterest,forc,violent,intrigu,comed,gross,retard,rare,juvenil,pregnant,nightli,ideal,gruesom,awsom,success,pretti,panoram,present,sick,nake,prime,dale,super,e,manipul,dreari,intrigu,imposs,spooki,hilari,normal,treet,annoyimg,futur,entertain,joel,absurdist
,gener,intrigu,current,compel,fearless,extravagantli,denis,cute,basic,uncomfort,s,simpl,usual,militari,asexu,surpris,cinemat,bloodi,surpris,inspir,scari,madelien,tens,western,realist,secret,minor,paul,brainless,facial,past,kane,bolshi,red,doubl,past,timid,dry,lenor,violent,sharon,disturb,loud,slick,privat,racist,macaulai,darker,relev,retard,commerci,bloodi,dumb,handi,opposit,clueless,weak,lawrenc,gai,miss
,sorri,dizzi,actual,meeeeeeeeeeeeeeeeeeeeeeeeeeeeee,subtl,stilt,low,seagal,danger,graphic,unconsci,masquerad,quirki,cold,maci,recent,smooth,singl,nuclear,exhaust,pleas,reformatori,waster,witless,strang,chines,solid,substanti,autis,exot,unusu,punctuat,person,basic,easi,gothic,rare,teri,seriou,cheap,alot,pink,spiritu,potenti,sadist,earliest,broadwai,innoc,predict,memor,wholesom,manipul,hemingwai,homemad,tricki,ostentati,creepi,celest,common,music
,gainsburg,fine,weak,crazi,chitti,crimin,beth,closest,nativ,recent,present,cheap,anim,polit,refresh,detach,roach,b,silli,silent,jane,garland,thin,drab,common,dead,devot,lumin,past,brad,hilari,brilliant,engag,f,quick,mental,violent,woodi,depressingli,deep,horribl,mental,solid,close,eric,relentless,necessari,pleas,bizarr,loos,unfair,freddi,avion,incred,mindless,confus,profession,larger,harmless,optic
,scott,oh,grotesqu,mad,solid,goodtim,emot,elephantman,extraordinari,weak,jacq,blue,renown,jacki,continent,lousi,hyde,experiencia,cruel,postal,domin,nigel,enjoy,natur,initi,unconvinc,grip,easi,pussi,doubl,fanci,retard,outdoor,revisionist,unnerv,sixtyish,mike,buffett,reluct,pointless,shorti,rocki,rid,darkest,matur,unapologet,region,inspir,royal,utilitarian,violent,cleaner,aerial,skip,inspir,past,breathtak,comed,emili,power
,minut,intellig,futur,gritti,host,ulitm,close,evil,adult,signific,crib,archetyp,versatil,scari,landau,redeem,trillog,wors,shy,countless,color,low,pleasant,rebelli,normal,amus,command,technic,western,oh,south,unsuspect,effici,incorpor,twin,arti,sound,odd,succees,astor,newer,total,subsequ,tragic,blond,sexi,daili,bizarr,specif,slow,light,fellow,lousi,english,hook,forgett,eric,greatest,b,uncut
,cold,dancehal,edward,logic,minor,yellow,comapass,blurri,heavi,convinc,simpl,innoc,transpar,mere,heart,former,breathtak,unfinish,sympathet,cheaper,claudett,fiance,monti,delbert,militari,stronger,charm,zealand,golden,uniqu,insan,controversi,simpl,funnier,modern,unconvinc,rich,clever,hollywood,weak,act,irrat,serial,variou,alter,billi,popular,music,intellectu,larg,christma,denzel,integr,civil,alot,louder,intrigu,usual,honest,extra
,russian,rivet,trent,brief,talent,toni,abdomin,difficult,apocalypt,comic,dead,visual,dull,amus,fetch,sexi,soliloqui,lent,teenag,numer,leele,mass,fine,rapunzel,impecc,michael,straight,finest,dashiel,cryptic,busi,lazi,finest,lazi,shorter,coupla,zani,jimmi,sporad,zani,timeless,cring,reluct,femal,complex,unrestor,michel,x,cool,redistributionist,unwelcom,helpless,ruthless,middl,hoot,pompou,stylish,bloodi,famou,buri
,abysm,video,challeng,public,infam,ruggero,anim,inner,evil,worthless,wretch,jewish,brutal,beau,raw,dammit,dreyfu,violent,eeri,riddl,frank,maureen,coi,regist,ridicul,nude,clever,leopard,corni,relinquish,lead,late,credibl,delight,mad,awkward,lousi,audio,complet,chevi,amus,vheel,middl,silli,communist,past,simpl,conserv,disnei,crocodil,faeri,teen,anti,darkest,andronicu,enorm,biggest,delici,similar,catherin
,sweetest,fatal,older,lizzi,effect,lousi,bloodi,pink,dirti,bitter,oppress,top,addit,jame,roadsid,enjoy,adrienn,sorri,profound,cold,monteliu,prompt,present,popular,acerb,erot,sensual,astor,tough,ash,specif,utter,presbi,rafe,free,product,magic,cheap,initi,dissapoint,thirteenth,small,respons,cute,shy,popular,breathtak,inaccur,thin,dramat,romant,simpl,econom,fuzzi,extraordinari,grown,fabul,brown,higher,dern
,auteuil,ardent,main,funniest,freewheel,purest,wholesom,english,privat,mid,sexiest,dear,david,clair,sweet,weak,suspensful,lonsom,steve,strongest,xma,stupid,juliett,undercov,histor,clever,baltimor,lead,support,tragic,campi,stendhal,power,stoke,unquench,eager,date,routin,baroqu,overal,wise,altamont,slim,nation,guilti,moor,dumb,mad,mini,thin,halari,worthi,tumultu,extrem,earli,romant,shy,homophob,aw,craft
,fat,wealthiest,robust,predict,extran,pure,brill,angri,biggest,unbeliev,gullibl,hillari,finest,virtual,cornbal,modern,verbal,rodaj,recent,western,hokei,seinfeldian,obviou,green,lead,entomologist,video,comic,authent,raini,startl,shameless,mid,televison,remark,isaac,predict,hot,confus,recent,cinemat,charli,huge,guilti,lead,overal,mike,wonder,electron,miss,denzel,cheap,western,due,futur,titania,warm,engross,gill,convinc
,modern,david,touch,intrigu,overblown,date,psycholog,tougher,sudden,technic,heartfelt,surpris,absolut,wors,laurel,doubl,roark,como,wealthi,distinct,histor,memor,horribl,second,bloodi,hot,color,younger,clear,surpris,damn,gori,monogam,wraith,silli,modern,emot,fumbl,roberto,romant,extrem,greeen,flawless,exact,daniel,wateri,open,conni,submarin,artist,nude,factual,nd,appropri,natur,heavi,tight,readi,devast,common
,greatest,dolph,lead,easier,intens,human,advanc,startl,unabl,larger,fiesti,energ,fast,basic,french,juliann,pari,streisand,fabul,pure,grand,decent,psycholog,provinci,audio,bascial,sidnei,frank,readi,goober,fine,biggest,rocki,vinni,edgar,ebai,hott,scari,gothic,move,janean,rachael,worthi,corni,honest,skill,common,paul,guilti,numer,digit,schanberg,rural,magnific,likabl,embarrass,eleg,delight,factual,absolut
,weak,short,logic,passion,effortless,basic,strong,spectacular,everydai,deceas,quirki,exquisit,riotou,shriek,sensual,georg,countless,earli,england,gratuit,memor,expens,social,sanit,emot,endless,individu,kei,bruce,delight,broad,fertil,idol,bothersom,thunderheart,desper,stun,undecipher,angri,scaredi,averag,rudd,silver,western,histor,tripl,contrari,lousi,moral,ridicul,less,twilight,sound,wide,british,wet,bett,intellig,histor,sloppi
,lecont,famou,strang,laughabl,present,deodato,evil,majest,french,econom,christma,complet,common,georg,underr,allright,victorian,severin,samuel,vichi,previou,cerebr,esqu,michael,western,serial,infam,youtub,sarcast,chevi,challeng,tobe,goood,ev,liber,silli,spiritu,unbeliev,vivid,shock,inept,memor,third,medic,tens,rourk,sexiest,worthi,infant,doubl,underappreci,present,jealou,hardi,atroci,tediou,doubl,trent,confus,quirki
,tough,cinemat,univers,cheaper,tighter,fascin,ingeni,hideou,greater,prime,indomit,gushi,crafti,alert,joei,stereotyp,crimson,nthi,refresh,redeem,extra,pure,tiernei,strong,theatric,music,loud,georg,anthoni,interupt,danger,jealou,tradit,highlu,jame,remot,mediev,reaffirm,introspect,instant,vinc,kentucki,cultur,solid,charm,immens,dirti,giant,premier,green,humbl,tight,recomend,certain,crazi,phil,slight,cockroach,wide,signific
,possibl,seventh,near,hussei,uncut,gritti,frighten,loud,open,inspir,finest,near,ellen,suspici,strike,henslei,forbid,invis,genuin,sloppi,savag,cinemat,mariel,comden,rupert,normal,gore,teri,intellig,quick,ok,coerc,desir,enjoy,chill,bridget,proxi,comid,sober,superb,delet,absolut,cinemat,visual,shock,communist,delight,insensit,tight,unfortun,ladylik,wise,magic,horrend,sleepi,unev,lawrenc,accur,denni,wraithlik
,brainless,whoo,honest,hale,certain,mass,erika,teen,invad,past,plastic,insinu,larg,wont,lanc,creativ,safari,obviou,jame,crude,delight,creativ,creativ,richard,touch,person,outer,visual,sacr,samuel,worthi,cemetari,cold,french,dramat,realist,unknown,familiar,odd,countless,schneider,hed,dysfunct,johnni,incompar,deep,straight,helpless,exclus,magnific,cute,signific,naval,lame,compel,autist,dull,tough,classi,richard
